city_id,city_name,item_id,item_name,lowest_price,highest_price,average_price,currency,contributors,data_points,toEur
6355,"Geneva, Switzerland",42,"Tennis Court Rent (1 Hour on Weekend), Sports And Leisure",20.0,30.0,23.4,CHF,149,10,0.88
6355,"Geneva, Switzerland",44,"Cinema, International Release, 1 Seat, Sports And Leisure",18.0,22.0,20.0,CHF,149,24,0.88
6355,"Geneva, Switzerland",60,"1 Pair of Jeans (Levis 501 Or Similar), Clothing And Shoes",85.0,139.0,113.0,CHF,149,20,0.88
6355,"Geneva, Switzerland",62,"1 Summer Dress in a Chain Store (Zara, H&M, ...), Clothing And Shoes",40.0,80.0,60.6875,CHF,149,16,0.88
6355,"Geneva, Switzerland",64,"1 Pair of Nike Running Shoes (Mid-Range), Clothing And Shoes",80.0,160.0,123.52380952380952,CHF,149,21,0.88
6355,"Geneva, Switzerland",66,"1 Pair of Men Leather Business Shoes, Clothing And Shoes",120.0,250.0,176.5,CHF,149,20,0.88
6355,"Geneva, Switzerland",206,"Toyota Corolla 1.6l 97kW Comfort (Or Equivalent New Car), Transportation",25000.0,35000.0,28550.0,CHF,149,6,0.88
6355,"Geneva, Switzerland",224,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child, Childcare",1200.0,2750.0,1825.0,CHF,149,12,0.88
6355,"Geneva, Switzerland",100,"Price per Square Meter to Buy Apartment in City Centre, Buy Apartment Price",11000.0,15000.0,12583.333333333334,CHF,149,12,0.88
6355,"Geneva, Switzerland",228,"International Primary School, Yearly for 1 Child, Childcare",15000.0,30000.0,24500.0,CHF,149,17,0.88
6355,"Geneva, Switzerland",101,"Price per Square Meter to Buy Apartment Outside of Centre, Buy Apartment Price",7000.0,11000.0,9125.0,CHF,149,12,0.88
6355,"Geneva, Switzerland",105,"Average Monthly Net Salary (After Tax), Salaries And Financing",4000.0,6600.0,5242.303416666667,CHF,149,20,0.88
6355,"Geneva, Switzerland",106,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate, Salaries And Financing",1.2,3.0,1.8333333333333333,CHF,149,12,0.88
6355,"Geneva, Switzerland",107,"Taxi Start (Normal Tariff), Transportation",6.0,7.0,6.5,CHF,149,11,0.88
6355,"Geneva, Switzerland",108,"Taxi 1km (Normal Tariff), Transportation",3.0,9.0,4.0,CHF,149,5,0.88
6355,"Geneva, Switzerland",109,"Taxi 1hour Waiting (Normal Tariff), Transportation",45.0,75.0,52.5,CHF,149,4,0.88
6355,"Geneva, Switzerland",110,"Apples (1kg), Markets",1.9,6.613867865546327,3.75,CHF,149,2,0.88
6355,"Geneva, Switzerland",111,"Oranges (1kg), Markets",2.5,6.613867865546327,3.25,CHF,149,2,0.88
6355,"Geneva, Switzerland",112,"Potato (1kg), Markets",1.2,3.2,1.8,CHF,149,2,0.88
6355,"Geneva, Switzerland",113,"Lettuce (1 head), Markets",1.2,3.5,2.0833333333333335,CHF,149,3,0.88
6355,"Geneva, Switzerland",114,"Cappuccino (regular), Restaurants",3.0,4.5,4.107142857142857,CHF,149,21,0.88
6355,"Geneva, Switzerland",115,"Rice (white), (1kg), Markets",1.8,6.613867865546327,3.8333333333333335,CHF,149,3,0.88
6355,"Geneva, Switzerland",116,"Tomato (1kg), Markets",4.0,6.613867865546327,4.933333333333334,CHF,149,3,0.88
6355,"Geneva, Switzerland",118,"Banana (1kg), Markets",2.5,4.0,3.1666666666666665,CHF,149,3,0.88
6355,"Geneva, Switzerland",119,"Onion (1kg), Markets",1.4,4.0,2.6,CHF,149,3,0.88
6355,"Geneva, Switzerland",121,"Beef Round (1kg) (or Equivalent Back Leg Red Meat), Markets",30.0,62.0,45.85259425770323,CHF,149,6,0.88
6348,"Basel, Switzerland",1,"Meal, Inexpensive Restaurant, Restaurants",20.0,30.0,25.0,CHF,107,18,0.88
6348,"Basel, Switzerland",2,"Meal for 2 People, Mid-range Restaurant, Three-course, Restaurants",90.0,120.0,100.0,CHF,107,18,0.88
6348,"Basel, Switzerland",3,"McMeal at McDonalds (or Equivalent Combo Meal), Restaurants",10.0,16.0,15.0,CHF,107,16,0.88
6348,"Basel, Switzerland",4,"Domestic Beer (0.5 liter draught), Restaurants",6.0,9.0,8.0,CHF,107,18,0.88
6348,"Basel, Switzerland",5,"Imported Beer (0.33 liter bottle), Restaurants",6.0,8.0,7.25,CHF,107,16,0.88
6348,"Basel, Switzerland",6,"Coke/Pepsi (0.33 liter bottle), Restaurants",2.5,5.0,4.071428571428571,CHF,107,14,0.88
6348,"Basel, Switzerland",7,"Water (0.33 liter bottle) , Restaurants",1.5,5.0,3.192857142857143,CHF,107,14,0.88
6348,"Basel, Switzerland",8,"Milk (regular), (1 liter), Markets",1.2,1.8,1.5777777777777777,CHF,107,9,0.88
6348,"Basel, Switzerland",9,"Loaf of Fresh White Bread (500g), Markets",2.0,4.2,3.0833333333333335,CHF,107,6,0.88
6348,"Basel, Switzerland",11,"Eggs (regular) (12), Markets",3.0,11.2,5.773333333364934,CHF,107,6,0.88
